mnc,year,sector,upe_code,upe_name,jur_code,jur_name,total_revenues,profit_before_tax,tax_paid,employees,tangible_assets,tax_accrued,unrelated_revenues,related_revenues,stated_capital,accumulated_earnings
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,CZE,Czechia,575100000,68700000,14300000,956,NA,NA,NA,NA,NA,NA
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,ARG,Argentina,281900000,67000000,14600000,408.5,NA,NA,NA,NA,NA,NA
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,PRT,Portugal,532400000,51600000,19200000,736.7,NA,NA,NA,NA,NA,NA
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,ROU,Romania,262100000.00000003,41500000,4200000,1986.4,NA,NA,NA,NA,NA,NA
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,BRA,Brazil,936900000,41100000,45900000,3952,NA,NA,NA,NA,NA,NA
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,RUS,Russia,227400000,39600000,3400000,1147.3,NA,NA,NA,NA,NA,NA
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,BGR,Bulgaria,182400000,38500000,5100000,890.8,NA,NA,NA,NA,NA,NA
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,IRL,Ireland,4173200000,30700000,-16900000,1928,NA,NA,NA,NA,NA,NA
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,COL,Colombia,300900000,20400000,-3800000,910,NA,NA,NA,NA,NA,NA
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,IND,India,44400000,11900000,1500000,7835,NA,NA,NA,NA,NA,NA
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,JPN,Japan,71300000,8400000,17500000,378.2,NA,NA,NA,NA,NA,NA
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,GRC,Greece,122700000,7300000,800000,492.5,NA,NA,NA,NA,NA,NA
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,BEL,Belgium,1088600000,-22800000,28600000,1248.6,NA,NA,NA,NA,NA,NA
ALLIANZ,2020,"Banking, Insurance & Financial Services",DEU,Germany,other,NA,3497800000,271400000,187500000,13556.8,NA,NA,NA,NA,NA,NA
TIM,2019,Communications,ITA,Italy,ITA,Italy,14078000000,NA,NA,45496,NA,NA,NA,NA,NA,NA
TIM,2019,Communications,ITA,Italy,BRA,Brazil,3937000000,NA,NA,9689,NA,NA,NA,NA,NA,NA
TIM,2019,Communications,ITA,Italy,other,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
SWISS LIFE,2021,"Banking, Insurance & Financial Services",CHE,Switzerland,CHE,Switzerland,NA,795514000.6779505,140602474.53842846,3766,29594970857.779476,155402735.01615778,12044636980.032084,715962600.6101555,NA,NA
SWISS LIFE,2021,"Banking, Insurance & Financial Services",CHE,Switzerland,FRA,France,NA,222928923.44579777,94351660.54552436,2918,4081171826.7338576,54575960.51162684,4948837097.240739,228479021.12494627,NA,NA
SWISS LIFE,2021,"Banking, Insurance & Financial Services",CHE,Switzerland,DEU,Germany,NA,177603125.73275176,35150618.634607114,2343,3004452876.97905,51800911.67205259,2748223367.4583616,477308400.4067703,NA,NA
SWISS LIFE,2021,"Banking, Insurance & Financial Services",CHE,Switzerland,LUX,Luxembourg,NA,296930225.83444434,23125406.99645205,235,2468868450.9412208,27750488.39574246,514309051.6010936,66601172.149781905,NA,NA
SWISS LIFE,2021,"Banking, Insurance & Financial Services",CHE,Switzerland,GBR,United Kingdom,NA,26825472.11588438,4625081.39929041,640,19425341.87701972,5550097.679148492,130427295.45998956,14800260.477729311,NA,NA
SWISS LIFE,2021,"Banking, Insurance & Financial Services",CHE,Switzerland,other europe,NA,NA,15725276.757587394,925016.279858082,283,228479021.12494627,925016.279858082,149852637.33700928,-10175179.078438902,NA,NA
SWISS LIFE,2021,"Banking, Insurance & Financial Services",CHE,Switzerland,other,NA,NA,2775048.839574246,0,35,0,0,15725276.757587394,12025211.638155064,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,SWE,Sweden,NA,NA,11729922.876336878,NA,NA,50257474.4376385,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,NLD,Netherlands,NA,NA,73621954.96367536,NA,NA,49685283.07781719,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,CHN,China,NA,NA,56456214.16903604,NA,NA,53881353.04984014,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,GBR,United Kingdom,NA,NA,14018688.315622125,NA,NA,11920653.32961065,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,DEU,Germany,NA,NA,24794958.92559015,NA,NA,21457175.993299168,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,FRA,France,NA,NA,17547201.701186877,NA,NA,12969670.822616387,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,USA,United States of America,NA,NA,21552541.219936054,NA,NA,14114053.54225901,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,COL,Colombia,NA,NA,22887654.392852448,NA,NA,16498184.20818114,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,ESP,Spain,NA,NA,20026697.59374589,NA,NA,10871635.836604912,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,AUT,Austria,NA,NA,3719243.838838523,NA,NA,7629218.130950816,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,POL,Poland,NA,NA,5531183.144939342,NA,NA,4291435.1986598335,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,BEL,Belgium,NA,NA,7629218.130950816,NA,NA,9155061.75714098,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,ITA,Italy,NA,NA,9727253.11696229,NA,NA,7247757.224403275,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,ECU,Ecuador,NA,NA,9441157.437051632,NA,NA,6961661.544492619,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,RUS,Russia,NA,NA,6961661.544492619,NA,NA,6580200.637945078,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,FIN,Finland,NA,NA,5626548.371576226,NA,NA,6389470.184671308,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,CAN,Canada,NA,NA,0,NA,NA,6103374.504760653,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,DNK,Denmark,NA,NA,5054357.011754915,NA,NA,5054357.011754915,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,MEX,Mexico,NA,NA,14590879.675443435,NA,NA,16593549.434818024,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,JPN,Japan,NA,NA,3814609.065475408,NA,NA,4577530.87857049,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,CHE,Switzerland,NA,NA,2765591.572469671,NA,NA,4386800.425296719,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,SVK,Slovakia,NA,NA,2956322.025743441,NA,NA,2288765.439285245,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,NOR,Norway,NA,NA,3147052.4790172116,NA,NA,3623878.6122016376,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,PER,Peru,NA,NA,3051687.2523803264,NA,NA,3528513.3855647524,NA,NA,NA,NA
ESSITY,2020,Wholesale,SWE,Sweden,other,NA,NA,NA,26892993.911601625,NA,NA,20789619.406840973,NA,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,NLD,Netherlands,NA,485800000,33400000,4340,174700000,127000000,8103900000,68900000,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,GBR,United Kingdom,NA,47400000,30100000,2652,129100000,-17700000,12378600000,50600000,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,JEY,Jersey,NA,NA,NA,NA,NA,NA,1800000,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,IRL,Ireland,NA,2100000,400000,NA,NA,-300000,2600000,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,DEU,Germany,NA,100000,NA,4,NA,-100000,NA,2200000,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,ESP,Spain,NA,-23900000,NA,463,9900000,100000,191400000,800000,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,HUN,Hungary,NA,40300000,800000,1113,32600000,-2400000,420700000,9300000,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,POL,Poland,NA,1800000,1400000,205,2400000,-1400000,106800000,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,ROU,Romania,NA,4200000,NA,138,1200000,NA,39700000,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,TUR,Turkey,NA,5000000,NA,1194,2600000,NA,177300000,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,USA,United States of America,NA,-980900000,-67000000,7650,321400000,15400000,29364000000,90500000,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,CAN,Canada,NA,21500000,4600000,58,1100000,-5600000,80100000,112700000,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,BRA,Brazil,NA,300000,NA,NA,NA,NA,NA,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,MEX,Mexico,NA,-400000,NA,NA,NA,NA,800000,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,PRI,Puerto Rico,NA,-100000,NA,NA,NA,NA,600000,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,BMU,Bermuda,NA,-500000,NA,3,NA,NA,400000,500000,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,CYM,Cayman Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,HKG,Hong Kong,NA,19000000,3200000,208,6400000,-9900000,296200000,13300000,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,SGP,Singapore,NA,21000000,100000,25,100000,NA,196200000,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,IND,India,NA,-500000,NA,5,NA,NA,700000,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,JPN,Japan,NA,-13300000,300000,2,100000,NA,800000,1200000,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,IDN,Indonesia,NA,-3100000,NA,26,200000,NA,200000,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,THA,Thailand,NA,-3600000,NA,17,100000,NA,200000,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,AUS,Australia,NA,-1800000,NA,26,700000,NA,4400000,NA,NA,NA
AEGON,2020,"Banking, Insurance & Financial Services",NLD,Netherlands,CHN,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,AGO,Angola,NA,-1978259.56649708,NA,NA,NA,NA,NA,NA,1902641.9767745691,1978259.56649708
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,ARG,Argentina,NA,-1337405.1823001856,-19154.908047341505,6,35224.204042110985,NA,NA,NA,16807003.767064005,16149209.328044193
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,AUS,Australia,3168362286.8508496,705747410.7942806,486625958.3303614,1940,2998287995.453249,224854466.9655254,3022286059.63733,146076227.21351978,2114925551.281427,653619705.938313
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,BEL,Belgium,10081373.32109579,1165092.2806980726,843.073162844572,74,3582911.796731174,1069.023915174738,96.45328557967562,10081276.867810212,9805364.20663575,-9835294.19700271
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,BMU,Bermuda,112380844.36437176,41435469.65706027,64259.32225952611,NA,NA,64259.32225952611,3416653.1249711406,108964191.2394006,191595671.87577993,-481850874.9930057
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,BWA,Botswana,5033818816.8770275,128878923.44018568,67338440.68395509,1557,1585034229.4217072,65309302.90240071,2931408130.3054647,2102410685.6784773,233837674.9759977,-291541405.0011728
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,BRA,Brazil,2074775963.7835336,1595131128.1494374,2529653.5283188247,3819,2315524507.740455,2530435.8716351935,122423984.67476691,1952351979.1087668,20893271172.14374,9310090263.68895
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,CAN,Canada,415860686.0205486,81977864.05356269,24334353.029684503,706,381862678.3086364,1140299.320874208,16459362.01251346,399401324.0080351,322200762.6104825,2992928116.7385097
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,CHL,Chile,3727850945.0918546,817809499.376961,455439811.27791256,4147,5907792777.766435,236213428.35631436,1341912538.1093514,2385938406.9825034,2503283911.830866,-5957356761.436382
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,CHN,China,431059161.56423575,-14520362.50559122,883741.6190060693,284,68088967.81237194,1359153.6120264472,390996244.4881237,40062916.18302607,34273681.026044674,19164753.427158453
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,COL,Colombia,NA,-932688.9821798218,NA,1,6284.646024297938,NA,NA,NA,22238566.02779457,21717772.763908956
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,COD,Democratic Republic of the Congo,NA,-134732.7367511206,NA,NA,NA,NA,NA,NA,18865190.063125465,57405931.39903382
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,ECU,Ecuador,NA,-8907810.11990028,33.044181170814795,13,643334.4839566605,NA,NA,NA,4698404.761491854,13442970.374806466
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,FIN,Finland,269409.209085653,-13947576.45534827,NA,3,3895432.945213009,NA,39831.63460049567,229577.57448515735,41563060.38524861,45031502.67297419
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,FRA,France,11604100.988433637,138371.16902382058,NA,24,15504857.619159058,98459.15668534183,9563578.146836944,2040522.841596693,NA,4614296.603380399
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,DEU,Germany,71540665.6311037,4124328.202011288,1108115.181499812,371,29183454.439776897,1228802.355081381,66741126.92042362,4799538.710680076,27074606.05546471,-10357876.31210144
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,HKG,Hong Kong,36350472.98227726,-1538533.5029692266,-3969.767170385723,44,29019464.20639994,18465.445672642345,31727287.49416191,4623186.381201326,11672174.680903448,259223.56351124376
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,IND,India,19440294.564566236,321884.2618708845,238609.35297652087,130,8745846.298606476,42985.121187364515,978558.7710748008,18461735.79349144,12259083.992795998,483041.6265269259
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,IDN,Indonesia,NA,NA,NA,NA,NA,NA,NA,NA,3929578.301394192,196.4789150697096
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,IRL,Ireland,208389070.37106135,21982146.75425296,2242885.407086763,516,74618397.09300947,3193275.35334241,85209289.36060978,123179781.01045156,27245938.34866343,-54161201.79017856
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,IMN,Isle of Man,269529.77569262765,-2152589.9493225673,NA,NA,NA,NA,NA,269529.77569262765,143286.71424447367,69550222.58570033
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,ISR,Israel,837406.5323167661,65142.58429136222,-3754.533449786632,3,147583.3508826572,22052.078958642134,11328.795625723937,826077.7366910422,3581274.770134252,2314325.1406061095
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,ITA,Italy,1874580.3222727268,103439.00409638138,32104.654722390547,9,214409.40224177577,37222.930459956486,0,1874580.3222727268,24739.37466520921,-272484.104106494
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,JPN,Japan,28512916.556942858,327381.20606294845,184661.60141424416,26,792436.0810012199,158461.1380896984,20387015.713625945,8125900.84331691,4560811.470354513,11542690.610442622
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,LUX,Luxembourg,326940.02159001917,326940.02159001917,31939.433816536475,NA,NA,4873.5701797063875,NA,326940.02159001917,11282.35515488928,-46229.70254394749
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,MAC,Macao,2777451.842918765,-610012.5530468153,NA,7,4488776.941574092,NA,2777451.842918765,NA,11133.209796631818,1856787.3703412097
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,MKD,North Macedonia,NA,-3810.7978663747767,NA,NA,NA,NA,NA,NA,5006.639990367236,NA
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,MEX,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,108380.44881038458,2665961.6687344136
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,"NAM",Namibia,1147100752.88561,65339839.29814645,36475336.22589003,1421,265326429.02949116,34257068.733775534,219031478.51710695,928069274.3685032,107357070.51952446,-143828814.7536126
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,NLD,Netherlands,295376.5769700479,33821.165971317736,21793.084025141154,1,NA,7449.230139074763,NA,295376.5769700479,47345902.83280242,2535545.216512983
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,PNG,Papua New Guinea,NA,NA,NA,NA,NA,NA,NA,NA,14092704.712878536,NA
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,PER,Peru,24947979.00859665,-3078131.56442374,131009.4613105496,340,3090089159.559135,NA,24947979.00859665,NA,1783951585.3626723,495647147.50128865
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,PHL,Philippines,NA,NA,NA,NA,NA,NA,NA,NA,30500919.69145544,72.33996418475671
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,SLE,Sierra Leone,279567.168994757,-578042.7543070408,NA,NA,NA,NA,279567.168994757,NA,601475.5441870365,1035783.2550888536
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,SGP,Singapore,13128373971.369366,258596617.15497583,18612169.87481456,236,224431520.2013445,15774577.622164913,12142779697.593124,985594273.7762412,192778791.99002165,-139302566.6036768
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,ZAF,South Africa,11804914088.155285,2790001165.564902,704366462.3120571,45213,9880496489.865696,725690571.7079043,1391844330.3083096,10413069757.846975,6123492855.359819,-14603313326.980604
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,SWE,Sweden,NA,-306242.75405938044,9117.514745212116,3,NA,36075.314978753864,NA,NA,1702221.873285757,-1767963.7182680815
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,CHE,Switzerland,6066.733045766078,-23988.28935805636,3968.874084408134,NA,NA,3128.4801794963305,6066.733045766078,NA,9097340.826064344,94048425.63426332
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,TWN,Taiwan,4882257.227010402,-1118049.869914519,NA,12,5913865.305154024,NA,4882257.227010402,NA,148207.6179809923,2861492.126495923
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,TZA,Tanzania,NA,NA,NA,NA,NA,NA,NA,NA,1665529.4358964886,NA
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,ARE,United Arab Emirates,1525605.1903576397,110042.4818146788,NA,4,16207.724321295862,NA,NA,1525605.1903576397,12167.403358680562,-143171.5061533646
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,GBR,United Kingdom,10518395131.000534,-4726417348.063915,159440148.76227784,1194,449002417.1865235,183918091.2623532,5199156854.529407,5319238276.4711275,140176097869.8849,-35609088123.16274
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,USA,United States of America,159303698.62119183,-10734047.698206084,19024.517494613425,123,146512581.87748224,904703.2399860744,113935045.27464582,45368653.346545994,1266093184.1889558,603874850.0307541
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,VEN,Venezuela,NA,-6049913.557550134,NA,NA,2.6792579327687673,NA,NA,NA,84135273.09482032,138827556.49934635
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,VGB,Virgin Islands (British),NA,NA,NA,NA,NA,NA,NA,NA,258515222.19206432,258780585.72167152
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,ZMB,Zambia,NA,NA,NA,16,NA,NA,NA,NA,18700163.850014508,NA
ANGLO AMERICAN,2019,Mining & Extraction,GBR,United Kingdom,ZWE,Zimbabwe,254553257.9138648,63276984.84168013,11548.494776210977,1147,403343001.8382537,22812.095125570875,386622.27821439866,254166635.63565043,44654.29887947945,-9021400.832303924
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,DNK,Denmark,1959763133.2587624,698156304.8785236,114484767.26769988,1407,NA,98162551.09396948,NA,NA,NA,726845197.2320902
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,AUT,Austria,16159788.669732025,1261502.3530734451,303341.43130821706,19,NA,317190.79630145564,NA,NA,NA,1159178.4039486432
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,BEL,Belgium,42862171.13582192,2964705.32753319,668534.3955959463,38,NA,849113.9799252618,NA,NA,NA,3495149.4527596603
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,CZE,Czechia,4423594.746723861,386303.16141334554,0,10,NA,104609.76664795782,NA,NA,NA,306299.5481028894
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,FIN,Finland,17540153.534009576,1152186.491524872,269860.9275866984,30,NA,235977.0443022699,NA,NA,NA,1464402.2732171062
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,FRA,France,405061117.84778,21306508.512898967,7084824.183094531,681,NA,11014144.505399508,NA,NA,NA,40066078.46558506
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,DEU,Germany,256958428.8874635,17715892.563583974,4344128.972830619,639,NA,5903997.742603059,NA,NA,NA,23166222.75776774
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,HUN,Hungary,481077055.2591635,31298085.82632197,4429242.0606046,4250,NA,4460571.206657266,NA,NA,NA,139742513.05915526
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,ITA,Italy,130617529.50671694,9310941.530939763,3657442.4969037287,207,NA,2838716.4440510096,NA,NA,NA,14243870.205764478
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,NLD,Netherlands,69846919.29594873,4657958.272774492,1685319.813837408,55,NA,1147077.0170613474,NA,NA,NA,5427606.478806511
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,POL,Poland,36517548.450666994,2709366.064211247,664635.0598211511,550,NA,653340.4320596749,NA,NA,NA,5858819.231557154
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,PRT,Portugal,8996977.771141587,689375.673012956,213522.24863362085,21,NA,169553.87627644578,NA,NA,NA,1290276.7618943488
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,SVK,Slovakia,2650203.7283178004,181924.18287234823,0,8,NA,47060.949006150695,NA,NA,NA,143603.12439591126
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,ESP,Spain,103190408.42593232,5922822.122205519,2182148.975488056,134,NA,1322278.207218531,NA,NA,NA,7440470.497726727
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,SWE,Sweden,49978996.76424064,3634718.781526473,125316.58421066412,51,NA,786859.0673828395,NA,NA,NA,3894898.5996033344
COLOPLAST,2021,"Industrial, Electric & Electronic Machinery",DNK,Denmark,other,NA,1707025668.1175876,244912305.00028628,61737107.64350024,4478,NA,60811217.0867678,NA,NA,NA,315106534.0999004
INDRA,2020,Business Services,ESP,Spain,ESP,Spain,2310610000,-98979000,3636000,NA,NA,-60015000,NA,297632000,NA,NA
INDRA,2020,Business Services,ESP,Spain,DEU,Germany,20994000,1157000,135000,NA,NA,321000,NA,1680000,NA,NA
INDRA,2020,Business Services,ESP,Spain,BEL,Belgium,12386000,-1399000,1480000,NA,NA,158000,NA,0,NA,NA
INDRA,2020,Business Services,ESP,Spain,BGR,Bulgaria,14000,-84000,29000,NA,NA,0,NA,0,NA,NA
INDRA,2020,Business Services,ESP,Spain,CAN,Canada,43000,-8000,6000,NA,NA,0,NA,0,NA,NA
INDRA,2020,Business Services,ESP,Spain,SVK,Slovakia,1716000,-883000,30000,NA,NA,239000,NA,764000,NA,NA
INDRA,2020,Business Services,ESP,Spain,EST,Estonia,911000,620000,0,NA,NA,0,NA,0,NA,NA
INDRA,2020,Business Services,ESP,Spain,USA,United States of America,49411000,4012000,44000,NA,NA,878000,NA,365000,NA,NA
INDRA,2020,Business Services,ESP,Spain,GRC,Greece,13000,-20000,0,NA,NA,0,NA,0,NA,NA
INDRA,2020,Business Services,ESP,Spain,NLD,Netherlands,844000,-250000,0,NA,NA,0,NA,0,NA,NA
INDRA,2020,Business Services,ESP,Spain,IRL,Ireland,733000,159000,3000,NA,NA,0,NA,0,NA,NA
INDRA,2020,Business Services,ESP,Spain,ITA,Italy,136420000,16013000,5245000,NA,NA,4621000,NA,3264000,NA,NA
INDRA,2020,Business Services,ESP,Spain,LVA,Latvia,0,0,-2000,NA,NA,0,NA,0,NA,NA
INDRA,2020,Business Services,ESP,Spain,LTU,Lithuania,3160000,2278000,14000,NA,NA,102000,NA,0,NA,NA
INDRA,2020,Business Services,ESP,Spain,MDA,Moldova,714000,293000,45000,NA,NA,50000,NA,481000,NA,NA
INDRA,2020,Business Services,ESP,Spain,NOR,Norway,48189000,2115000,400000,NA,NA,454000,NA,5335000,NA,NA
INDRA,2020,Business Services,ESP,Spain,POL,Poland,250000,8000,0,NA,NA,0,NA,142000,NA,NA
INDRA,2020,Business Services,ESP,Spain,PRT,Portugal,51604000,2483000,621000,NA,NA,850000,NA,6529000,NA,NA
INDRA,2020,Business Services,ESP,Spain,GBR,United Kingdom,20310000,4868000,1071000,NA,NA,922000,NA,0,NA,NA
INDRA,2020,Business Services,ESP,Spain,CZE,Czechia,2784000,296000,198000,NA,NA,59000,NA,155000,NA,NA
INDRA,2020,Business Services,ESP,Spain,ROU,Romania,4299000,518000,93000,NA,NA,81000,NA,59000,NA,NA
INDRA,2020,Business Services,ESP,Spain,TUR,Turkey,100000,-1025000,-130000,NA,NA,0,NA,54000,NA,NA
INDRA,2020,Business Services,ESP,Spain,ARG,Argentina,19059000,1702000,291000,NA,NA,486000,NA,2020000,NA,NA
INDRA,2020,Business Services,ESP,Spain,BOL,Bolivia,1371000,22000,125000,NA,NA,0,NA,0,NA,NA
INDRA,2020,Business Services,ESP,Spain,BRA,Brazil,170737000,8966000,2926000,NA,NA,3196000,NA,1046000,NA,NA
